text,label,clean,token_count,sentence_count,tokens,sentences
مجھے مکھیاں پکڑنا پسند ہے۔,,مجھے مکھیاں پکڑنا پسند ہے۔,6,1,مجھے | مکھیاں | پکڑنا | پسند | ہے | ۔,مجھے مکھیاں پکڑنا پسند ہے۔
میں نے گھر صاف کیا۔,,میں نے گھر صاف کیا۔,6,1,میں | نے | گھر | صاف | کیا | ۔,میں نے گھر صاف کیا۔
میں نے کچھ نہیں سنا,,میں نے کچھ نہیں سنا,5,1,میں | نے | کچھ | نہیں | سنا,میں نے کچھ نہیں سنا۔
کوشش کرنا بند کر دو,,کوشش کرنا بند کر دو,5,1,کوشش | کرنا | بند | کر | دو,کوشش کرنا بند کر دو۔
میں ایک ڈاکٹر ہوں,,میں ایک ڈاکٹر ہوں,4,1,میں | ایک | ڈاکٹر | ہوں,میں ایک ڈاکٹر ہوں۔
کیا وہ ٹھیک ہے؟,,کیا وہ ٹھیک ہے؟,5,1,کیا | وہ | ٹھیک | ہے | ؟,کیا وہ ٹھیک ہے؟
زین پریشان ہے,,زین پریشان ہے,3,1,زین | پریشان | ہے,زین پریشان ہے۔
مجھے یہ پسند نہیں آیا,,مجھے یہ پسند نہیں آیا,5,1,مجھے | یہ | پسند | نہیں | آیا,مجھے یہ پسند نہیں آیا۔
کیا آپ مصروف تھے؟,,کیا آپ مصروف تھے؟,5,1,کیا | آپ | مصروف | تھے | ؟,کیا آپ مصروف تھے؟
یہ بہت آسان ہے,,یہ بہت آسان ہے,4,1,یہ | بہت | آسان | ہے,یہ بہت آسان ہے۔
مجھے کافی پسند نہیں,,مجھے کافی پسند نہیں,4,1,مجھے | کافی | پسند | نہیں,مجھے کافی پسند نہیں۔
یہ آپ کے سونے کا وقت ہے,,یہ آپ کے سونے کا وقت ہے,7,1,یہ | آپ | کے | سونے | کا | وقت | ہے,یہ آپ کے سونے کا وقت ہے۔
ہمیں مدعو کرنے کے لیے آپ کا شکریہ,,ہمیں مدعو کرنے کے لیے آپ کا شکریہ,8,1,ہمیں | مدعو | کرنے | کے | لیے | آپ | کا | شکریہ,ہمیں مدعو کرنے کے لیے آپ کا شکریہ۔
ہم نے اسے چیئرمین بنایا,,ہم نے اسے چیئرمین بنایا,5,1,ہم | نے | اسے | چیئرمین | بنایا,ہم نے اسے چیئرمین بنایا۔
سچ بولو,,سچ بولو,2,1,سچ | بولو,سچ بولو۔
اس کے پاس کوئی ٹوپی نہیں ہے۔,,اس کے پاس کوئی ٹوپی نہیں ہے۔,8,1,اس | کے | پاس | کوئی | ٹوپی | نہیں | ہے | ۔,اس کے پاس کوئی ٹوپی نہیں ہے۔
اس کے پاس ایک جاپانی کار ہے۔,,اس کے پاس ایک جاپانی کار ہے۔,8,1,اس | کے | پاس | ایک | جاپانی | کار | ہے | ۔,اس کے پاس ایک جاپانی کار ہے۔
زین ناقابل اعتماد تھا,,زین ناقابل اعتماد تھا,4,1,زین | ناقابل | اعتماد | تھا,زین ناقابل اعتماد تھا۔
کتنا خوفناک موسم ہے,,کتنا خوفناک موسم ہے,4,1,کتنا | خوفناک | موسم | ہے,کتنا خوفناک موسم ہے۔
میں خوفناک محسوس کرتا ہوں,,میں خوفناک محسوس کرتا ہوں,5,1,میں | خوفناک | محسوس | کرتا | ہوں,میں خوفناک محسوس کرتا ہوں۔
زین تم سے ناراض نہیں ہے۔,,زین تم سے ناراض نہیں ہے۔,7,1,زین | تم | سے | ناراض | نہیں | ہے | ۔,زین تم سے ناراض نہیں ہے۔
وہاں کون ہے,,وہاں کون ہے,3,1,وہاں | کون | ہے,وہاں کون ہے۔
زین نے بھی دیکھا,,زین نے بھی دیکھا,4,1,زین | نے | بھی | دیکھا,زین نے بھی دیکھا۔
میں ایک ڈرامہ پڑھ رہا ہوں۔,,میں ایک ڈرامہ پڑھ رہا ہوں۔,7,1,میں | ایک | ڈرامہ | پڑھ | رہا | ہوں | ۔,میں ایک ڈرامہ پڑھ رہا ہوں۔
تم کھیل ہار گئے,,تم کھیل ہار گئے,4,1,تم | کھیل | ہار | گئے,تم کھیل ہار گئے۔
کیا میں اسے دیکھ سکتا ہوں؟,,کیا میں اسے دیکھ سکتا ہوں؟,7,1,کیا | میں | اسے | دیکھ | سکتا | ہوں | ؟,کیا میں اسے دیکھ سکتا ہوں؟
اس کی طرف دیکھا جاتا ہے,,اس کی طرف دیکھا جاتا ہے,6,1,اس | کی | طرف | دیکھا | جاتا | ہے,اس کی طرف دیکھا جاتا ہے۔
کیا تم ٹھیک ہو ٹام,,کیا تم ٹھیک ہو ٹام,5,1,کیا | تم | ٹھیک | ہو | ٹام,کیا تم ٹھیک ہو ٹام۔
یہ کرسی ہلکی ہے۔,,یہ کرسی ہلکی ہے۔,5,1,یہ | کرسی | ہلکی | ہے | ۔,یہ کرسی ہلکی ہے۔
زین ساری رات باتیں کرتا رہا۔,,زین ساری رات باتیں کرتا رہا۔,7,1,زین | ساری | رات | باتیں | کرتا | رہا | ۔,زین ساری رات باتیں کرتا رہا۔
میں اس کی مدد نہیں کر سکا,,میں اس کی مدد نہیں کر سکا,7,1,میں | اس | کی | مدد | نہیں | کر | سکا,میں اس کی مدد نہیں کر سکا۔
زین اسے آزمانا چاہتا ہے۔,,زین اسے آزمانا چاہتا ہے۔,6,1,زین | اسے | آزمانا | چاہتا | ہے | ۔,زین اسے آزمانا چاہتا ہے۔
ہم نے کیا کیا ہے,,ہم نے کیا کیا ہے,5,1,ہم | نے | کیا | کیا | ہے,ہم نے کیا کیا ہے۔
میں ناچ رہا ہوں,,میں ناچ رہا ہوں,4,1,میں | ناچ | رہا | ہوں,میں ناچ رہا ہوں۔
زین ایسا کر سکتا ہے؟,,زین ایسا کر سکتا ہے؟,6,1,زین | ایسا | کر | سکتا | ہے | ؟,زین ایسا کر سکتا ہے؟
کیا یہ آپ کی بیئر ہے؟,,کیا یہ آپ کی بیئر ہے؟,7,1,کیا | یہ | آپ | کی | بیئر | ہے | ؟,کیا یہ آپ کی بیئر ہے؟
محبت موجود نہیں ہے,,محبت موجود نہیں ہے,4,1,محبت | موجود | نہیں | ہے,محبت موجود نہیں ہے۔
آپ کو سب سے زیادہ کیا پسند ہے؟,,آپ کو سب سے زیادہ کیا پسند ہے؟,9,1,آپ | کو | سب | سے | زیادہ | کیا | پسند | ہے | ؟,آپ کو سب سے زیادہ کیا پسند ہے؟
زین بہت بدقسمت تھا۔,,زین بہت بدقسمت تھا۔,5,1,زین | بہت | بدقسمت | تھا | ۔,زین بہت بدقسمت تھا۔
مجھے قسمت کی خواہش,,مجھے قسمت کی خواہش,4,1,مجھے | قسمت | کی | خواہش,مجھے قسمت کی خواہش۔
مجھے لگتا ہے کہ میں یہ کر سکتا ہوں۔,,مجھے لگتا ہے کہ میں یہ کر سکتا ہوں۔,10,1,مجھے | لگتا | ہے | کہ | میں | یہ | کر | سکتا | ہوں | ۔,مجھے لگتا ہے کہ میں یہ کر سکتا ہوں۔
میں جانتا تھا کہ آپ وہاں جائیں گے۔,,میں جانتا تھا کہ آپ وہاں جائیں گے۔,9,1,میں | جانتا | تھا | کہ | آپ | وہاں | جائیں | گے | ۔,میں جانتا تھا کہ آپ وہاں جائیں گے۔
زین ٹھہر گیا,,زین ٹھہر گیا,3,1,زین | ٹھہر | گیا,زین ٹھہر گیا۔
ہم بنیادی طور پر متفق ہیں,,ہم بنیادی طور پر متفق ہیں,6,1,ہم | بنیادی | طور | پر | متفق | ہیں,ہم بنیادی طور پر متفق ہیں۔
وہ یہاں ہے,,وہ یہاں ہے,3,1,وہ | یہاں | ہے,وہ یہاں ہے۔
زین چیف ہے,,زین چیف ہے,3,1,زین | چیف | ہے,زین چیف ہے۔
زین ایک بڑا آدمی ہے۔,,زین ایک بڑا آدمی ہے۔,6,1,زین | ایک | بڑا | آدمی | ہے | ۔,زین ایک بڑا آدمی ہے۔
حرکت کرنا بند کرو,,حرکت کرنا بند کرو,4,1,حرکت | کرنا | بند | کرو,حرکت کرنا بند کرو۔
مجھے ایک آخری امید تھی۔,,مجھے ایک آخری امید تھی۔,6,1,مجھے | ایک | آخری | امید | تھی | ۔,مجھے ایک آخری امید تھی۔
آپ کو جاگتے رہنا چاہیے۔,,آپ کو جاگتے رہنا چاہیے۔,6,1,آپ | کو | جاگتے | رہنا | چاہیے | ۔,آپ کو جاگتے رہنا چاہیے۔
قیمتیں بڑھ رہی ہیں۔,,قیمتیں بڑھ رہی ہیں۔,5,1,قیمتیں | بڑھ | رہی | ہیں | ۔,قیمتیں بڑھ رہی ہیں۔
آپ اس کا جواب دے سکتے ہیں۔,,آپ اس کا جواب دے سکتے ہیں۔,8,1,آپ | اس | کا | جواب | دے | سکتے | ہیں | ۔,آپ اس کا جواب دے سکتے ہیں۔
زین نے بینک لوٹ لیا۔,,زین نے بینک لوٹ لیا۔,6,1,زین | نے | بینک | لوٹ | لیا | ۔,زین نے بینک لوٹ لیا۔
جیو اور جینے دو,,جیو اور جینے دو,4,1,جیو | اور | جینے | دو,جیو اور جینے دو۔
یہ میری دعوت ہے,,یہ میری دعوت ہے,4,1,یہ | میری | دعوت | ہے,یہ میری دعوت ہے۔
میں نے اپنے بل ادا کیے,,میں نے اپنے بل ادا کیے,6,1,میں | نے | اپنے | بل | ادا | کیے,میں نے اپنے بل ادا کیے۔
ہم خوش قسمت نہیں تھے,,ہم خوش قسمت نہیں تھے,5,1,ہم | خوش | قسمت | نہیں | تھے,ہم خوش قسمت نہیں تھے۔
یہ میز اچھی ہے,,یہ میز اچھی ہے,4,1,یہ | میز | اچھی | ہے,یہ میز اچھی ہے۔
یہ کیا ہے؟؟,,یہ کیا ہے؟ ؟,5,2,یہ | کیا | ہے | ؟ | ؟,یہ کیا ہے؟ || ؟
میں نے پوری چیز دیکھی۔,,میں نے پوری چیز دیکھی۔,6,1,میں | نے | پوری | چیز | دیکھی | ۔,میں نے پوری چیز دیکھی۔
صرف اپنے بالوں کو برش کرو,,صرف اپنے بالوں کو برش کرو,6,1,صرف | اپنے | بالوں | کو | برش | کرو,صرف اپنے بالوں کو برش کرو۔
وہ ایک ماہر ہے,,وہ ایک ماہر ہے,4,1,وہ | ایک | ماہر | ہے,وہ ایک ماہر ہے۔
زین اپنا راستہ کھو دیا,,زین اپنا راستہ کھو دیا,5,1,زین | اپنا | راستہ | کھو | دیا,زین اپنا راستہ کھو دیا۔
آج سردی ہے,,آج سردی ہے,3,1,آج | سردی | ہے,آج سردی ہے۔
زین بہت خوش قسمت تھا,,زین بہت خوش قسمت تھا,5,1,زین | بہت | خوش | قسمت | تھا,زین بہت خوش قسمت تھا۔
میں اس سے بات کرنا چاہتا ہوں۔,,میں اس سے بات کرنا چاہتا ہوں۔,8,1,میں | اس | سے | بات | کرنا | چاہتا | ہوں | ۔,میں اس سے بات کرنا چاہتا ہوں۔
تمھارے نصیب اچھے ہوں,,تمھارے نصیب اچھے ہوں,4,1,تمھارے | نصیب | اچھے | ہوں,تمھارے نصیب اچھے ہوں۔
یہ ہمیں دکھائیں,,یہ ہمیں دکھائیں,3,1,یہ | ہمیں | دکھائیں,یہ ہمیں دکھائیں۔
زین پاگل ہو گیا ہے,,زین پاگل ہو گیا ہے,5,1,زین | پاگل | ہو | گیا | ہے,زین پاگل ہو گیا ہے۔
مجھے زین کے پیسوں کی ضرورت ہے۔,,مجھے زین کے پیسوں کی ضرورت ہے۔,8,1,مجھے | زین | کے | پیسوں | کی | ضرورت | ہے | ۔,مجھے زین کے پیسوں کی ضرورت ہے۔
میں تشدد سے نفرت کرتا ہوں۔,,میں تشدد سے نفرت کرتا ہوں۔,7,1,میں | تشدد | سے | نفرت | کرتا | ہوں | ۔,میں تشدد سے نفرت کرتا ہوں۔
میرے پاس چابیاں ہیں,,میرے پاس چابیاں ہیں,4,1,میرے | پاس | چابیاں | ہیں,میرے پاس چابیاں ہیں۔
زین کے پاس چائے نہیں ہے۔,,زین کے پاس چائے نہیں ہے۔,7,1,زین | کے | پاس | چائے | نہیں | ہے | ۔,زین کے پاس چائے نہیں ہے۔
میں یہاں مر نہیں سکتا,,میں یہاں مر نہیں سکتا,5,1,میں | یہاں | مر | نہیں | سکتا,میں یہاں مر نہیں سکتا۔
کیا میں مدد کر سکتا ہوں,,کیا میں مدد کر سکتا ہوں,6,1,کیا | میں | مدد | کر | سکتا | ہوں,کیا میں مدد کر سکتا ہوں۔
ہم انتظار کریں گے,,ہم انتظار کریں گے,4,1,ہم | انتظار | کریں | گے,ہم انتظار کریں گے۔
ان کے خاندان ہیں,,ان کے خاندان ہیں,4,1,ان | کے | خاندان | ہیں,ان کے خاندان ہیں۔
یہ مزہ نہیں لگتا,,یہ مزہ نہیں لگتا,4,1,یہ | مزہ | نہیں | لگتا,یہ مزہ نہیں لگتا۔
آپ کو اس سے ملنا چاہئے,,آپ کو اس سے ملنا چاہئے,6,1,آپ | کو | اس | سے | ملنا | چاہئے,آپ کو اس سے ملنا چاہئے۔
میں تھوڑا بھوکا ہوں,,میں تھوڑا بھوکا ہوں,4,1,میں | تھوڑا | بھوکا | ہوں,میں تھوڑا بھوکا ہوں۔
وہ پیچھے گر گیا,,وہ پیچھے گر گیا,4,1,وہ | پیچھے | گر | گیا,وہ پیچھے گر گیا۔
تم کیوں لنگڑا رہے ہو,,تم کیوں لنگڑا رہے ہو,5,1,تم | کیوں | لنگڑا | رہے | ہو,تم کیوں لنگڑا رہے ہو۔
میری بیئر کہاں ہے؟,,میری بیئر کہاں ہے؟,5,1,میری | بیئر | کہاں | ہے | ؟,میری بیئر کہاں ہے؟
ہم نے وعدہ کیا,,ہم نے وعدہ کیا,4,1,ہم | نے | وعدہ | کیا,ہم نے وعدہ کیا۔
میں نے اپنا منہ بند رکھا,,میں نے اپنا منہ بند رکھا,6,1,میں | نے | اپنا | منہ | بند | رکھا,میں نے اپنا منہ بند رکھا۔
میں ٹام کی مدد کروں گا۔,,میں ٹام کی مدد کروں گا۔,7,1,میں | ٹام | کی | مدد | کروں | گا | ۔,میں ٹام کی مدد کروں گا۔
یہ درست نہیں ہے,,یہ درست نہیں ہے,4,1,یہ | درست | نہیں | ہے,یہ درست نہیں ہے۔
میں آپ کو مشکل سے سن سکتا ہوں۔,,میں آپ کو مشکل سے سن سکتا ہوں۔,9,1,میں | آپ | کو | مشکل | سے | سن | سکتا | ہوں | ۔,میں آپ کو مشکل سے سن سکتا ہوں۔
چھپے ہوئے تھے,,چھپے ہوئے تھے,3,1,چھپے | ہوئے | تھے,چھپے ہوئے تھے۔
زین نے ہتھیار ڈال دیئے۔,,زین نے ہتھیار ڈال دیئے۔,6,1,زین | نے | ہتھیار | ڈال | دیئے | ۔,زین نے ہتھیار ڈال دیئے۔
مجھے درست کرنا بند کرو,,مجھے درست کرنا بند کرو,5,1,مجھے | درست | کرنا | بند | کرو,مجھے درست کرنا بند کرو۔
آپ کو کتنی پلیٹیں چاہیے؟,,آپ کو کتنی پلیٹیں چاہیے؟,6,1,آپ | کو | کتنی | پلیٹیں | چاہیے | ؟,آپ کو کتنی پلیٹیں چاہیے؟
میں ہفتے میں ایک بار تیراکی کرتا ہوں۔,,میں ہفتے میں ایک بار تیراکی کرتا ہوں۔,9,1,میں | ہفتے | میں | ایک | بار | تیراکی | کرتا | ہوں | ۔,میں ہفتے میں ایک بار تیراکی کرتا ہوں۔
میرے دو کزن ہیں۔,,میرے دو کزن ہیں۔,5,1,میرے | دو | کزن | ہیں | ۔,میرے دو کزن ہیں۔
براہ کرم مجھے گلے لگائیں۔,,براہ کرم مجھے گلے لگائیں۔,6,1,براہ | کرم | مجھے | گلے | لگائیں | ۔,براہ کرم مجھے گلے لگائیں۔
یہ بہت دیر ہو سکتی ہے,,یہ بہت دیر ہو سکتی ہے,6,1,یہ | بہت | دیر | ہو | سکتی | ہے,یہ بہت دیر ہو سکتی ہے۔
میں گاڑی چلا سکتا ہوں۔,,میں گاڑی چلا سکتا ہوں۔,6,1,میں | گاڑی | چلا | سکتا | ہوں | ۔,میں گاڑی چلا سکتا ہوں۔
سب نے محسوس کیا,,سب نے محسوس کیا,4,1,سب | نے | محسوس | کیا,سب نے محسوس کیا۔
لڑکا رونے لگا,,لڑکا رونے لگا,3,1,لڑکا | رونے | لگا,لڑکا رونے لگا۔
برف باری دیکھو,,برف باری دیکھو,3,1,برف | باری | دیکھو,برف باری دیکھو۔
وہ ابھی تک نہیں آیا,,وہ ابھی تک نہیں آیا,5,1,وہ | ابھی | تک | نہیں | آیا,وہ ابھی تک نہیں آیا۔
ان تصاویر کو دیکھو,,ان تصاویر کو دیکھو,4,1,ان | تصاویر | کو | دیکھو,ان تصاویر کو دیکھو۔
زین سنجیدہ ہوا,,زین سنجیدہ ہوا,3,1,زین | سنجیدہ | ہوا,زین سنجیدہ ہوا۔
تمہیں آرام کرنا چاہیے,,تمہیں آرام کرنا چاہیے,4,1,تمہیں | آرام | کرنا | چاہیے,تمہیں آرام کرنا چاہیے۔
آپ اس کار کو استعمال کر سکتے ہیں۔,,آپ اس کار کو استعمال کر سکتے ہیں۔,9,1,آپ | اس | کار | کو | استعمال | کر | سکتے | ہیں | ۔,آپ اس کار کو استعمال کر سکتے ہیں۔
